"Step","r50_imagenet_sgd_eg_split_bias_0.3_5e-5_0_ln_0_0_cosine_warmup_no_bn_default_False_gd_warmup10_FINAL - train_loss","r50_imagenet_sgd_eg_split_bias_0.3_5e-5_0_ln_0_0_cosine_warmup_no_bn_default_False_gd_warmup10_FINAL - train_loss__MIN","r50_imagenet_sgd_eg_split_bias_0.3_5e-5_0_ln_0_0_cosine_warmup_no_bn_default_False_gd_warmup10_FINAL - train_loss__MAX","r50_imagenet_sgd_eg_split_bias_0.3_5e-5_0_ln_0_0_cosine_warmup_no_bn_default_False_gd_warmup5_FINAL - train_loss","r50_imagenet_sgd_eg_split_bias_0.3_5e-5_0_ln_0_0_cosine_warmup_no_bn_default_False_gd_warmup5_FINAL - train_loss__MIN","r50_imagenet_sgd_eg_split_bias_0.3_5e-5_0_ln_0_0_cosine_warmup_no_bn_default_False_gd_warmup5_FINAL - train_loss__MAX","r50_imagenet_sgd_eg_split_bias_0.3_5e-5_0_ln_0_0_cosine_warmup_no_bn_default_False_gd_warmup1_FINAL - train_loss","r50_imagenet_sgd_eg_split_bias_0.3_5e-5_0_ln_0_0_cosine_warmup_no_bn_default_False_gd_warmup1_FINAL - train_loss__MIN","r50_imagenet_sgd_eg_split_bias_0.3_5e-5_0_ln_0_0_cosine_warmup_no_bn_default_False_gd_warmup1_FINAL - train_loss__MAX","r50_imagenet_sgd_0.5_5e-5_0_lognormal_0_0_cosine_no_bn_default_False_labels_FINAL - train_loss","r50_imagenet_sgd_0.5_5e-5_0_lognormal_0_0_cosine_no_bn_default_False_labels_FINAL - train_loss__MIN","r50_imagenet_sgd_0.5_5e-5_0_lognormal_0_0_cosine_no_bn_default_False_labels_FINAL - train_loss__MAX","r50_imagenet_sgd_eg_split_bias_0.4_5e-5_0_lognormal_0_0_cosine_no_bn_default_False_labels_FINAL - train_loss","r50_imagenet_sgd_eg_split_bias_0.4_5e-5_0_lognormal_0_0_cosine_no_bn_default_False_labels_FINAL - train_loss__MIN","r50_imagenet_sgd_eg_split_bias_0.4_5e-5_0_lognormal_0_0_cosine_no_bn_default_False_labels_FINAL - train_loss__MAX"
"26711","2.793666362762451","2.793666362762451","2.793666362762451","3.1171035766601562","3.1171035766601562","3.1171035766601562","3.259164810180664","3.259164810180664","3.259164810180664","3.0986742973327637","3.0986742973327637","3.0986742973327637","3.170396327972412","3.170396327972412","3.170396327972412"
"26739","2.7495851516723633","2.7495851516723633","2.7495851516723633","3.0192339420318604","3.0192339420318604","3.0192339420318604","3.167924404144287","3.167924404144287","3.167924404144287","3.0905842781066895","3.0905842781066895","3.0905842781066895","3.2038793563842773","3.2038793563842773","3.2038793563842773"
"26740","2.735686779022217","2.735686779022217","2.735686779022217","2.9729037284851074","2.9729037284851074","2.9729037284851074","3.141178607940674","3.141178607940674","3.141178607940674","3.164841413497925","3.164841413497925","3.164841413497925","3.2214553356170654","3.2214553356170654","3.2214553356170654"
"26755","2.816286563873291","2.816286563873291","2.816286563873291","3.073704719543457","3.073704719543457","3.073704719543457","3.2822089195251465","3.2822089195251465","3.2822089195251465","3.2042574882507324","3.2042574882507324","3.2042574882507324","3.2608091831207275","3.2608091831207275","3.2608091831207275"
"26761","2.772493362426758","2.772493362426758","2.772493362426758","3.0185279846191406","3.0185279846191406","3.0185279846191406","3.2059192657470703","3.2059192657470703","3.2059192657470703","3.1596078872680664","3.1596078872680664","3.1596078872680664","3.267240047454834","3.267240047454834","3.267240047454834"
"26765","2.7229878902435303","2.7229878902435303","2.7229878902435303","3.2285854816436768","3.2285854816436768","3.2285854816436768","3.305781841278076","3.305781841278076","3.305781841278076","3.1646833419799805","3.1646833419799805","3.1646833419799805","3.3273682594299316","3.3273682594299316","3.3273682594299316"
"26779","2.8231940269470215","2.8231940269470215","2.8231940269470215","3.018538475036621","3.018538475036621","3.018538475036621","3.3127822875976562","3.3127822875976562","3.3127822875976562","3.0859365463256836","3.0859365463256836","3.0859365463256836","3.181122303009033","3.181122303009033","3.181122303009033"
"26800","2.7416396141052246","2.7416396141052246","2.7416396141052246","3.0710020065307617","3.0710020065307617","3.0710020065307617","3.3050169944763184","3.3050169944763184","3.3050169944763184","3.0676915645599365","3.0676915645599365","3.0676915645599365","3.1472272872924805","3.1472272872924805","3.1472272872924805"
"26823","2.774305820465088","2.774305820465088","2.774305820465088","2.9188125133514404","2.9188125133514404","2.9188125133514404","3.2368650436401367","3.2368650436401367","3.2368650436401367","3.034247398376465","3.034247398376465","3.034247398376465","3.286109685897827","3.286109685897827","3.286109685897827"
"26836","2.865267753601074","2.865267753601074","2.865267753601074","2.9662013053894043","2.9662013053894043","2.9662013053894043","3.2407073974609375","3.2407073974609375","3.2407073974609375","3.128680944442749","3.128680944442749","3.128680944442749","3.311279773712158","3.311279773712158","3.311279773712158"
"26839","2.712592363357544","2.712592363357544","2.712592363357544","3.053710460662842","3.053710460662842","3.053710460662842","3.2031121253967285","3.2031121253967285","3.2031121253967285","3.130754232406616","3.130754232406616","3.130754232406616","3.2266554832458496","3.2266554832458496","3.2266554832458496"
"26864","2.8375823497772217","2.8375823497772217","2.8375823497772217","3.0630288124084473","3.0630288124084473","3.0630288124084473","3.2556724548339844","3.2556724548339844","3.2556724548339844","3.214481830596924","3.214481830596924","3.214481830596924","3.2636160850524902","3.2636160850524902","3.2636160850524902"
"26879","2.7235472202301025","2.7235472202301025","2.7235472202301025","2.981830596923828","2.981830596923828","2.981830596923828","3.2808666229248047","3.2808666229248047","3.2808666229248047","3.1458113193511963","3.1458113193511963","3.1458113193511963","3.371647357940674","3.371647357940674","3.371647357940674"
"26890","2.9231767654418945","2.9231767654418945","2.9231767654418945","2.9935288429260254","2.9935288429260254","2.9935288429260254","3.2705798149108887","3.2705798149108887","3.2705798149108887","3.1381006240844727","3.1381006240844727","3.1381006240844727","3.189939260482788","3.189939260482788","3.189939260482788"
"26893","2.7563841342926025","2.7563841342926025","2.7563841342926025","3.0501577854156494","3.0501577854156494","3.0501577854156494","3.2445125579833984","3.2445125579833984","3.2445125579833984","3.139185667037964","3.139185667037964","3.139185667037964","3.205040454864502","3.205040454864502","3.205040454864502"
"26947","2.8007912635803223","2.8007912635803223","2.8007912635803223","3.0142011642456055","3.0142011642456055","3.0142011642456055","3.2298431396484375","3.2298431396484375","3.2298431396484375","3.165687084197998","3.165687084197998","3.165687084197998","3.174915075302124","3.174915075302124","3.174915075302124"
"26954","2.767078399658203","2.767078399658203","2.767078399658203","3.0715315341949463","3.0715315341949463","3.0715315341949463","3.2352280616760254","3.2352280616760254","3.2352280616760254","3.248269557952881","3.248269557952881","3.248269557952881","3.243211269378662","3.243211269378662","3.243211269378662"
"26961","2.842362880706787","2.842362880706787","2.842362880706787","3.068148612976074","3.068148612976074","3.068148612976074","3.218440055847168","3.218440055847168","3.218440055847168","3.040175437927246","3.040175437927246","3.040175437927246","3.3196630477905273","3.3196630477905273","3.3196630477905273"
"26983","2.8139023780822754","2.8139023780822754","2.8139023780822754","3.003385066986084","3.003385066986084","3.003385066986084","3.28637433052063","3.28637433052063","3.28637433052063","3.1716880798339844","3.1716880798339844","3.1716880798339844","3.1915109157562256","3.1915109157562256","3.1915109157562256"
"26992","2.809422492980957","2.809422492980957","2.809422492980957","3.014346122741699","3.014346122741699","3.014346122741699","3.2722415924072266","3.2722415924072266","3.2722415924072266","3.161038398742676","3.161038398742676","3.161038398742676","3.2097697257995605","3.2097697257995605","3.2097697257995605"
"27035","2.7169299125671387","2.7169299125671387","2.7169299125671387","3.090338706970215","3.090338706970215","3.090338706970215","3.126009464263916","3.126009464263916","3.126009464263916","3.1722636222839355","3.1722636222839355","3.1722636222839355","3.2674992084503174","3.2674992084503174","3.2674992084503174"
"27048","2.7808427810668945","2.7808427810668945","2.7808427810668945","3.1005001068115234","3.1005001068115234","3.1005001068115234","3.2112865447998047","3.2112865447998047","3.2112865447998047","3.1585640907287598","3.1585640907287598","3.1585640907287598","3.203876495361328","3.203876495361328","3.203876495361328"
"27087","2.78627872467041","2.78627872467041","2.78627872467041","3.025662899017334","3.025662899017334","3.025662899017334","3.2323453426361084","3.2323453426361084","3.2323453426361084","3.1384029388427734","3.1384029388427734","3.1384029388427734","3.17344331741333","3.17344331741333","3.17344331741333"
"27089","2.8597617149353027","2.8597617149353027","2.8597617149353027","3.047471523284912","3.047471523284912","3.047471523284912","3.1485466957092285","3.1485466957092285","3.1485466957092285","3.085115909576416","3.085115909576416","3.085115909576416","3.229069232940674","3.229069232940674","3.229069232940674"
"27106","2.8497440814971924","2.8497440814971924","2.8497440814971924","3.0358738899230957","3.0358738899230957","3.0358738899230957","3.1561334133148193","3.1561334133148193","3.1561334133148193","3.126063346862793","3.126063346862793","3.126063346862793","3.2967610359191895","3.2967610359191895","3.2967610359191895"
"27130","2.772125720977783","2.772125720977783","2.772125720977783","3.0316948890686035","3.0316948890686035","3.0316948890686035","3.236398458480835","3.236398458480835","3.236398458480835","3.1827797889709473","3.1827797889709473","3.1827797889709473","3.231292247772217","3.231292247772217","3.231292247772217"
"27144","2.812532424926758","2.812532424926758","2.812532424926758","3.017077684402466","3.017077684402466","3.017077684402466","3.26998233795166","3.26998233795166","3.26998233795166","3.098825216293335","3.098825216293335","3.098825216293335","3.29386568069458","3.29386568069458","3.29386568069458"
"27194","2.7910077571868896","2.7910077571868896","2.7910077571868896","3.055917263031006","3.055917263031006","3.055917263031006","3.2170753479003906","3.2170753479003906","3.2170753479003906","3.2134604454040527","3.2134604454040527","3.2134604454040527","3.2791788578033447","3.2791788578033447","3.2791788578033447"
"27202","2.765836238861084","2.765836238861084","2.765836238861084","3.1611146926879883","3.1611146926879883","3.1611146926879883","3.197460412979126","3.197460412979126","3.197460412979126","3.2428436279296875","3.2428436279296875","3.2428436279296875","3.342287063598633","3.342287063598633","3.342287063598633"
"27203","2.773470163345337","2.773470163345337","2.773470163345337","3.0730342864990234","3.0730342864990234","3.0730342864990234","3.214031219482422","3.214031219482422","3.214031219482422","3.1895933151245117","3.1895933151245117","3.1895933151245117","3.229055881500244","3.229055881500244","3.229055881500244"
"27206","2.8176636695861816","2.8176636695861816","2.8176636695861816","3.122490882873535","3.122490882873535","3.122490882873535","3.1209716796875","3.1209716796875","3.1209716796875","3.1595852375030518","3.1595852375030518","3.1595852375030518","3.1656508445739746","3.1656508445739746","3.1656508445739746"
"27211","2.768965721130371","2.768965721130371","2.768965721130371","2.9466280937194824","2.9466280937194824","2.9466280937194824","3.2166056632995605","3.2166056632995605","3.2166056632995605","3.1026716232299805","3.1026716232299805","3.1026716232299805","3.27150821685791","3.27150821685791","3.27150821685791"
"27216","2.7539565563201904","2.7539565563201904","2.7539565563201904","3.032660961151123","3.032660961151123","3.032660961151123","3.235478401184082","3.235478401184082","3.235478401184082","3.233522653579712","3.233522653579712","3.233522653579712","3.2699081897735596","3.2699081897735596","3.2699081897735596"
"27219","2.791210889816284","2.791210889816284","2.791210889816284","3.0255892276763916","3.0255892276763916","3.0255892276763916","3.0957510471343994","3.0957510471343994","3.0957510471343994","3.090355157852173","3.090355157852173","3.090355157852173","3.2054765224456787","3.2054765224456787","3.2054765224456787"
"27227","2.764662504196167","2.764662504196167","2.764662504196167","3.001014232635498","3.001014232635498","3.001014232635498","3.227750062942505","3.227750062942505","3.227750062942505","3.075453281402588","3.075453281402588","3.075453281402588","3.2169952392578125","3.2169952392578125","3.2169952392578125"
"27254","2.7909159660339355","2.7909159660339355","2.7909159660339355","3.0280439853668213","3.0280439853668213","3.0280439853668213","3.303260564804077","3.303260564804077","3.303260564804077","3.1780002117156982","3.1780002117156982","3.1780002117156982","3.2539100646972656","3.2539100646972656","3.2539100646972656"
"27265","2.78439998626709","2.78439998626709","2.78439998626709","3.0646440982818604","3.0646440982818604","3.0646440982818604","3.2313241958618164","3.2313241958618164","3.2313241958618164","3.1625523567199707","3.1625523567199707","3.1625523567199707","3.3192896842956543","3.3192896842956543","3.3192896842956543"
"27275","2.735032081604004","2.735032081604004","2.735032081604004","3.0053467750549316","3.0053467750549316","3.0053467750549316","3.2535531520843506","3.2535531520843506","3.2535531520843506","3.2160706520080566","3.2160706520080566","3.2160706520080566","3.1142349243164062","3.1142349243164062","3.1142349243164062"
"27289","2.851935386657715","2.851935386657715","2.851935386657715","3.0509090423583984","3.0509090423583984","3.0509090423583984","3.245009183883667","3.245009183883667","3.245009183883667","3.2061188220977783","3.2061188220977783","3.2061188220977783","3.181586742401123","3.181586742401123","3.181586742401123"
"27307","2.75020170211792","2.75020170211792","2.75020170211792","2.965714454650879","2.965714454650879","2.965714454650879","3.185826301574707","3.185826301574707","3.185826301574707","3.063711643218994","3.063711643218994","3.063711643218994","3.1328959465026855","3.1328959465026855","3.1328959465026855"
"27339","2.780317544937134","2.780317544937134","2.780317544937134","2.9499082565307617","2.9499082565307617","2.9499082565307617","3.2345046997070312","3.2345046997070312","3.2345046997070312","3.1246252059936523","3.1246252059936523","3.1246252059936523","3.165304183959961","3.165304183959961","3.165304183959961"
"27353","2.7739639282226562","2.7739639282226562","2.7739639282226562","2.967005729675293","2.967005729675293","2.967005729675293","3.210176944732666","3.210176944732666","3.210176944732666","3.1225385665893555","3.1225385665893555","3.1225385665893555","3.1709465980529785","3.1709465980529785","3.1709465980529785"
"27375","2.7098546028137207","2.7098546028137207","2.7098546028137207","2.9367482662200928","2.9367482662200928","2.9367482662200928","3.302873134613037","3.302873134613037","3.302873134613037","3.10166597366333","3.10166597366333","3.10166597366333","3.2344541549682617","3.2344541549682617","3.2344541549682617"
"27394","2.735332489013672","2.735332489013672","2.735332489013672","2.9956655502319336","2.9956655502319336","2.9956655502319336","3.26359224319458","3.26359224319458","3.26359224319458","3.1754202842712402","3.1754202842712402","3.1754202842712402","3.2372231483459473","3.2372231483459473","3.2372231483459473"
"27398","2.7684197425842285","2.7684197425842285","2.7684197425842285","2.998467445373535","2.998467445373535","2.998467445373535","3.2461090087890625","3.2461090087890625","3.2461090087890625","3.1123127937316895","3.1123127937316895","3.1123127937316895","3.2036166191101074","3.2036166191101074","3.2036166191101074"
"27417","2.8148388862609863","2.8148388862609863","2.8148388862609863","2.9895431995391846","2.9895431995391846","2.9895431995391846","3.2136001586914062","3.2136001586914062","3.2136001586914062","3.0755131244659424","3.0755131244659424","3.0755131244659424","3.1245293617248535","3.1245293617248535","3.1245293617248535"
"27435","2.7406325340270996","2.7406325340270996","2.7406325340270996","3.0349669456481934","3.0349669456481934","3.0349669456481934","3.1854963302612305","3.1854963302612305","3.1854963302612305","3.153045654296875","3.153045654296875","3.153045654296875","3.1725168228149414","3.1725168228149414","3.1725168228149414"
"27445","2.81864070892334","2.81864070892334","2.81864070892334","3.015303611755371","3.015303611755371","3.015303611755371","3.272757053375244","3.272757053375244","3.272757053375244","3.0987720489501953","3.0987720489501953","3.0987720489501953","3.2830162048339844","3.2830162048339844","3.2830162048339844"
"27448","2.7512853145599365","2.7512853145599365","2.7512853145599365","3.045741081237793","3.045741081237793","3.045741081237793","3.2013540267944336","3.2013540267944336","3.2013540267944336","3.0940208435058594","3.0940208435058594","3.0940208435058594","3.1974544525146484","3.1974544525146484","3.1974544525146484"
"27460","2.784590244293213","2.784590244293213","2.784590244293213","2.969370126724243","2.969370126724243","2.969370126724243","3.2861175537109375","3.2861175537109375","3.2861175537109375","3.1184606552124023","3.1184606552124023","3.1184606552124023","3.1427407264709473","3.1427407264709473","3.1427407264709473"
"27466","2.7054100036621094","2.7054100036621094","2.7054100036621094","3.0484204292297363","3.0484204292297363","3.0484204292297363","3.269001007080078","3.269001007080078","3.269001007080078","3.08809232711792","3.08809232711792","3.08809232711792","3.2221083641052246","3.2221083641052246","3.2221083641052246"
"27469","2.8129358291625977","2.8129358291625977","2.8129358291625977","3.0830352306365967","3.0830352306365967","3.0830352306365967","3.2051291465759277","3.2051291465759277","3.2051291465759277","3.02670955657959","3.02670955657959","3.02670955657959","3.1935153007507324","3.1935153007507324","3.1935153007507324"
"27472","2.685119152069092","2.685119152069092","2.685119152069092","3.05112886428833","3.05112886428833","3.05112886428833","3.3368444442749023","3.3368444442749023","3.3368444442749023","3.142319917678833","3.142319917678833","3.142319917678833","3.2100701332092285","3.2100701332092285","3.2100701332092285"
"27479","2.7228007316589355","2.7228007316589355","2.7228007316589355","2.991328239440918","2.991328239440918","2.991328239440918","3.1761441230773926","3.1761441230773926","3.1761441230773926","3.037264108657837","3.037264108657837","3.037264108657837","3.194873809814453","3.194873809814453","3.194873809814453"
"27482","2.791163921356201","2.791163921356201","2.791163921356201","2.9840030670166016","2.9840030670166016","2.9840030670166016","3.1945528984069824","3.1945528984069824","3.1945528984069824","3.155007839202881","3.155007839202881","3.155007839202881","3.342306137084961","3.342306137084961","3.342306137084961"
"27496","2.6989481449127197","2.6989481449127197","2.6989481449127197","2.978102684020996","2.978102684020996","2.978102684020996","3.2305502891540527","3.2305502891540527","3.2305502891540527","3.1549813747406006","3.1549813747406006","3.1549813747406006","3.2653985023498535","3.2653985023498535","3.2653985023498535"
"27508","2.763731002807617","2.763731002807617","2.763731002807617","2.913144111633301","2.913144111633301","2.913144111633301","3.2713701725006104","3.2713701725006104","3.2713701725006104","3.187368869781494","3.187368869781494","3.187368869781494","3.3056371212005615","3.3056371212005615","3.3056371212005615"
"27511","2.797985315322876","2.797985315322876","2.797985315322876","2.9378998279571533","2.9378998279571533","2.9378998279571533","3.2050585746765137","3.2050585746765137","3.2050585746765137","3.1558194160461426","3.1558194160461426","3.1558194160461426","3.258544921875","3.258544921875","3.258544921875"
"27513","2.756484031677246","2.756484031677246","2.756484031677246","3.016148090362549","3.016148090362549","3.016148090362549","3.2712531089782715","3.2712531089782715","3.2712531089782715","3.219813346862793","3.219813346862793","3.219813346862793","3.1726114749908447","3.1726114749908447","3.1726114749908447"
"27517","2.7957229614257812","2.7957229614257812","2.7957229614257812","3.0002377033233643","3.0002377033233643","3.0002377033233643","3.252183437347412","3.252183437347412","3.252183437347412","3.1278834342956543","3.1278834342956543","3.1278834342956543","3.244415044784546","3.244415044784546","3.244415044784546"
"27519","2.784182548522949","2.784182548522949","2.784182548522949","3.027218818664551","3.027218818664551","3.027218818664551","3.2360949516296387","3.2360949516296387","3.2360949516296387","3.082592248916626","3.082592248916626","3.082592248916626","3.2616748809814453","3.2616748809814453","3.2616748809814453"
"27533","2.733009099960327","2.733009099960327","2.733009099960327","2.960327386856079","2.960327386856079","2.960327386856079","3.1667323112487793","3.1667323112487793","3.1667323112487793","3.1331653594970703","3.1331653594970703","3.1331653594970703","3.2085378170013428","3.2085378170013428","3.2085378170013428"
"27544","2.727987766265869","2.727987766265869","2.727987766265869","2.9997398853302","2.9997398853302","2.9997398853302","3.371662139892578","3.371662139892578","3.371662139892578","3.13523530960083","3.13523530960083","3.13523530960083","3.1998915672302246","3.1998915672302246","3.1998915672302246"
"27551","2.7337489128112793","2.7337489128112793","2.7337489128112793","2.996033191680908","2.996033191680908","2.996033191680908","3.2108869552612305","3.2108869552612305","3.2108869552612305","3.1041741371154785","3.1041741371154785","3.1041741371154785","3.1687657833099365","3.1687657833099365","3.1687657833099365"
"27558","2.814328670501709","2.814328670501709","2.814328670501709","2.9877161979675293","2.9877161979675293","2.9877161979675293","3.303086757659912","3.303086757659912","3.303086757659912","3.1187057495117188","3.1187057495117188","3.1187057495117188","3.174227714538574","3.174227714538574","3.174227714538574"
"27569","2.7409310340881348","2.7409310340881348","2.7409310340881348","2.9079203605651855","2.9079203605651855","2.9079203605651855","3.2395873069763184","3.2395873069763184","3.2395873069763184","3.1720173358917236","3.1720173358917236","3.1720173358917236","3.137193202972412","3.137193202972412","3.137193202972412"
"27592","2.823770523071289","2.823770523071289","2.823770523071289","3.0723037719726562","3.0723037719726562","3.0723037719726562","3.2474312782287598","3.2474312782287598","3.2474312782287598","3.1021859645843506","3.1021859645843506","3.1021859645843506","3.2232139110565186","3.2232139110565186","3.2232139110565186"
"27593","2.7493653297424316","2.7493653297424316","2.7493653297424316","2.997321844100952","2.997321844100952","2.997321844100952","3.200969934463501","3.200969934463501","3.200969934463501","3.1083459854125977","3.1083459854125977","3.1083459854125977","3.1504158973693848","3.1504158973693848","3.1504158973693848"
"27594","2.8103251457214355","2.8103251457214355","2.8103251457214355","2.997830867767334","2.997830867767334","2.997830867767334","3.2052907943725586","3.2052907943725586","3.2052907943725586","3.1275014877319336","3.1275014877319336","3.1275014877319336","3.245156764984131","3.245156764984131","3.245156764984131"
"27598","2.818969249725342","2.818969249725342","2.818969249725342","2.9900035858154297","2.9900035858154297","2.9900035858154297","3.2506377696990967","3.2506377696990967","3.2506377696990967","3.0059866905212402","3.0059866905212402","3.0059866905212402","3.221973419189453","3.221973419189453","3.221973419189453"
"27603","2.7928643226623535","2.7928643226623535","2.7928643226623535","3.020773410797119","3.020773410797119","3.020773410797119","3.255495071411133","3.255495071411133","3.255495071411133","3.0594053268432617","3.0594053268432617","3.0594053268432617","3.2057642936706543","3.2057642936706543","3.2057642936706543"
"27620","2.80676007270813","2.80676007270813","2.80676007270813","3.0195279121398926","3.0195279121398926","3.0195279121398926","3.1538124084472656","3.1538124084472656","3.1538124084472656","3.1018426418304443","3.1018426418304443","3.1018426418304443","3.2324109077453613","3.2324109077453613","3.2324109077453613"
"27632","2.738497018814087","2.738497018814087","2.738497018814087","2.9956295490264893","2.9956295490264893","2.9956295490264893","3.262279510498047","3.262279510498047","3.262279510498047","3.141010046005249","3.141010046005249","3.141010046005249","3.2256040573120117","3.2256040573120117","3.2256040573120117"
"27633","2.8329060077667236","2.8329060077667236","2.8329060077667236","3.07682466506958","3.07682466506958","3.07682466506958","3.2415213584899902","3.2415213584899902","3.2415213584899902","3.0853090286254883","3.0853090286254883","3.0853090286254883","3.222120761871338","3.222120761871338","3.222120761871338"
"27654","2.831031560897827","2.831031560897827","2.831031560897827","3.0130105018615723","3.0130105018615723","3.0130105018615723","3.254608631134033","3.254608631134033","3.254608631134033","3.1539812088012695","3.1539812088012695","3.1539812088012695","3.2016289234161377","3.2016289234161377","3.2016289234161377"
"27660","2.715074062347412","2.715074062347412","2.715074062347412","2.994926691055298","2.994926691055298","2.994926691055298","3.311723232269287","3.311723232269287","3.311723232269287","3.0986857414245605","3.0986857414245605","3.0986857414245605","3.1807470321655273","3.1807470321655273","3.1807470321655273"
"27663","2.757021903991699","2.757021903991699","2.757021903991699","2.9911258220672607","2.9911258220672607","2.9911258220672607","3.1672616004943848","3.1672616004943848","3.1672616004943848","3.098249912261963","3.098249912261963","3.098249912261963","3.1528093814849854","3.1528093814849854","3.1528093814849854"
"27682","2.724208354949951","2.724208354949951","2.724208354949951","2.9961318969726562","2.9961318969726562","2.9961318969726562","3.2116751670837402","3.2116751670837402","3.2116751670837402","3.1239404678344727","3.1239404678344727","3.1239404678344727","3.2542858123779297","3.2542858123779297","3.2542858123779297"
"27687","2.73239803314209","2.73239803314209","2.73239803314209","3.0617594718933105","3.0617594718933105","3.0617594718933105","3.3071601390838623","3.3071601390838623","3.3071601390838623","3.1290364265441895","3.1290364265441895","3.1290364265441895","3.2622299194335938","3.2622299194335938","3.2622299194335938"
"27704","2.817213296890259","2.817213296890259","2.817213296890259","2.9948997497558594","2.9948997497558594","2.9948997497558594","3.237973213195801","3.237973213195801","3.237973213195801","3.166184902191162","3.166184902191162","3.166184902191162","3.1851541996002197","3.1851541996002197","3.1851541996002197"
"27719","2.787109851837158","2.787109851837158","2.787109851837158","3.0424721240997314","3.0424721240997314","3.0424721240997314","3.2015042304992676","3.2015042304992676","3.2015042304992676","3.071305274963379","3.071305274963379","3.071305274963379","3.26798677444458","3.26798677444458","3.26798677444458"
"27730","2.823396682739258","2.823396682739258","2.823396682739258","2.9669599533081055","2.9669599533081055","2.9669599533081055","3.3172881603240967","3.3172881603240967","3.3172881603240967","3.1715567111968994","3.1715567111968994","3.1715567111968994","3.268955707550049","3.268955707550049","3.268955707550049"
"27734","2.778515577316284","2.778515577316284","2.778515577316284","2.9773929119110107","2.9773929119110107","2.9773929119110107","3.1910347938537598","3.1910347938537598","3.1910347938537598","3.1327853202819824","3.1327853202819824","3.1327853202819824","3.2089779376983643","3.2089779376983643","3.2089779376983643"
"27755","2.7095084190368652","2.7095084190368652","2.7095084190368652","2.9649152755737305","2.9649152755737305","2.9649152755737305","3.269387722015381","3.269387722015381","3.269387722015381","3.136120319366455","3.136120319366455","3.136120319366455","3.307652473449707","3.307652473449707","3.307652473449707"
"27763","2.824679136276245","2.824679136276245","2.824679136276245","2.9856314659118652","2.9856314659118652","2.9856314659118652","3.240298271179199","3.240298271179199","3.240298271179199","3.157052516937256","3.157052516937256","3.157052516937256","3.204195022583008","3.204195022583008","3.204195022583008"
"27772","2.796751022338867","2.796751022338867","2.796751022338867","3.058584451675415","3.058584451675415","3.058584451675415","3.250864028930664","3.250864028930664","3.250864028930664","3.1746726036071777","3.1746726036071777","3.1746726036071777","3.2064716815948486","3.2064716815948486","3.2064716815948486"
"27784","2.8596384525299072","2.8596384525299072","2.8596384525299072","3.030663251876831","3.030663251876831","3.030663251876831","3.182757616043091","3.182757616043091","3.182757616043091","3.079219341278076","3.079219341278076","3.079219341278076","3.196244955062866","3.196244955062866","3.196244955062866"
"27793","2.8049936294555664","2.8049936294555664","2.8049936294555664","3.042227029800415","3.042227029800415","3.042227029800415","3.32028865814209","3.32028865814209","3.32028865814209","3.0795483589172363","3.0795483589172363","3.0795483589172363","3.294990062713623","3.294990062713623","3.294990062713623"
"27802","2.773590087890625","2.773590087890625","2.773590087890625","3.123170852661133","3.123170852661133","3.123170852661133","3.162336826324463","3.162336826324463","3.162336826324463","3.1325812339782715","3.1325812339782715","3.1325812339782715","3.3410162925720215","3.3410162925720215","3.3410162925720215"
"27835","2.8151090145111084","2.8151090145111084","2.8151090145111084","3.1238350868225098","3.1238350868225098","3.1238350868225098","3.1976571083068848","3.1976571083068848","3.1976571083068848","3.129906415939331","3.129906415939331","3.129906415939331","3.2126193046569824","3.2126193046569824","3.2126193046569824"
"27870","2.71341609954834","2.71341609954834","2.71341609954834","2.9057323932647705","2.9057323932647705","2.9057323932647705","3.2295525074005127","3.2295525074005127","3.2295525074005127","3.1700477600097656","3.1700477600097656","3.1700477600097656","3.3273162841796875","3.3273162841796875","3.3273162841796875"
"27872","2.793694019317627","2.793694019317627","2.793694019317627","3.092557907104492","3.092557907104492","3.092557907104492","3.249113082885742","3.249113082885742","3.249113082885742","3.106353282928467","3.106353282928467","3.106353282928467","3.1818864345550537","3.1818864345550537","3.1818864345550537"
"27902","2.7374215126037598","2.7374215126037598","2.7374215126037598","3.061692714691162","3.061692714691162","3.061692714691162","3.2272400856018066","3.2272400856018066","3.2272400856018066","3.1714189052581787","3.1714189052581787","3.1714189052581787","3.1896657943725586","3.1896657943725586","3.1896657943725586"
"27910","2.7857723236083984","2.7857723236083984","2.7857723236083984","3.054625988006592","3.054625988006592","3.054625988006592","3.2546420097351074","3.2546420097351074","3.2546420097351074","3.112961530685425","3.112961530685425","3.112961530685425","3.2531650066375732","3.2531650066375732","3.2531650066375732"
"27915","2.776331901550293","2.776331901550293","2.776331901550293","2.96732234954834","2.96732234954834","2.96732234954834","3.1852545738220215","3.1852545738220215","3.1852545738220215","3.1152029037475586","3.1152029037475586","3.1152029037475586","3.152106761932373","3.152106761932373","3.152106761932373"
"27920","2.6987671852111816","2.6987671852111816","2.6987671852111816","3.017960786819458","3.017960786819458","3.017960786819458","3.173952102661133","3.173952102661133","3.173952102661133","3.0819501876831055","3.0819501876831055","3.0819501876831055","3.296424388885498","3.296424388885498","3.296424388885498"
